Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Chile,CHL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2347788.074,2426354.455,2470607.361,2558976.375,2570842.376,2539154.044,2778201.011,2826411.494,2876414.367,2943223.652,2942915.058,3171636.708,3097982.989,2894775.763,2884789.107,2491411.91,2541520.619,2781945.603,2960280.266,3162706.984,3371001.428,3545068.967,3091909.555,2896319.01,2966899.702,3025811.845,3140315.778,3299198.447,3484699.205,3782921.24,3854260.178,4084711.8,4481682.084,4707498.925,4872555.984,5246165.509,5540602.941,5871097.894,6037570.7,5945778.008,6167176.112,6288592.504,6418761.266,6651955.845,7024659.599,7361269.233,7730769.714,8051122.152,8273136.434,8098522.754,8486736.576,8926437.821,9385398.148,9603880.133,9679078.715,9786875.046,9838729.191,9815597.338,10026621.09,9930155.372
Chile,CHL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.7388729,15.13951296,12.43584543,15.00584733,14.38785912,15.27142055,16.61854637,16.43947227,16.7315648,15.52382798,16.91209168,15.06057293,12.57059412,8.349807406,21.65251918,13.65296458,13.33411356,14.97208036,18.47517691,18.36829301,21.69175821,22.98815887,11.61039098,11.99925991,19.01545941,16.84000472,18.57287383,22.00385354,23.03060462,25.65929464,25.72326538,23.34167628,24.86355747,27.78129126,25.53433688,27.52926225,29.88121126,29.85926565,28.61868628,22.55047469,23.75075555,24.09121391,24.10838781,23.39913543,21.24322728,23.26770087,22.18632039,22.34802267,28.89694247,22.92000792,24.77546766,26.64629672,28.79134947,27.4969588,25.15809342,25.59943795,23.70879029,22.63666996,24.20307842,24.93900989
Chile,CHL,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,76.70627838,76.54731578,76.07812478,76.50259395,75.92029692,72.63316447,70.3603165,70.48264763,70.84419995,70.59878911,69.22590326,70.46457643,73.84848682,78.86482672,61.01524761,71.39830097,67.69850614,71.23706385,69.44730935,69.33495619,69.3772705,73.76865526,74.48050198,70.72375726,68.66439284,66.77566228,64.44996834,63.00036713,59.60642116,59.80253922,61.32503265,62.67100304,64.32774061,65.0524083,64.14158474,62.23891149,60.83440485,61.04638017,63.12274296,62.87470277,62.12273391,61.71583285,61.11242951,59.99414666,57.84442424,57.4900588,53.4968508,53.82334297,58.189633,56.66622565,56.5880469,58.14459463,59.34768091,60.68581776,61.24240279,61.77539583,62.16008696,62.07802214,62.05940897,61.66945344
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.45317192,15.15032899,12.49900525,14.48132099,13.00545474,12.49989941,13.23050361,12.74825294,12.92822329,13.90293355,13.79298565,11.90715772,12.91752024,15.02111164,18.86775118,25.92335892,19.95018671,21.54757434,23.10681021,25.03889125,25.95710896,25.71692528,21.05699745,21.11944222,24.08999833,24.03984048,24.34612058,25.44343119,25.84975918,29.1124127,28.99669285,26.52266768,26.94667722,27.36879755,25.55466597,26.2068803,27.97030239,28.22129391,28.6925971,26.38649595,28.58816921,30.2974557,30.22663155,30.63244506,30.20361054,31.88696223,29.84596084,31.84717282,39.51406545,29.57039617,31.81368582,34.79186253,34.31055239,33.05582436,32.63072516,30.15803099,28.13470298,27.69478213,29.64800589,29.73708681
Peru,PER,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.21071177,20.80801282,19.96630026,18.44707556,18.51272016,15.67065689,15.56312651,15.42376403,18.10875683,17.46510665,17.41794986,13.83975406,13.74988762,13.3257086,14.11430649,10.56262159,11.72908338,15.47478059,20.18288886,27.00502325,25.52052211,18.56180303,18.81847673,21.73521805,21.81650551,26.14505545,16.44261149,12.66542141,15.09949042,11.32963641,15.69719146,12.20238667,12.51350577,12.4506751,12.77148277,12.59988525,13.31651992,14.47726026,13.70290185,15.39688801,16.76837372,16.60137952,17.27480785,19.01466695,22.91223375,26.84876111,30.53663645,31.52211653,29.72763021,26.44205274,27.82616415,30.50275976,27.44961437,24.80829942,22.60697038,21.28732529,22.60031374,24.71987197,25.19218467,24.03908743
Peru,PER,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6874.88961,7167.934925,7660.915386,7763.937252,8036.417291,8247.793465,8676.342709,8759.06733,8529.058084,8585.554829,8654.688456,8831.652571,8899.485698,9216.363284,9829.605112,10000.02804,9897.619803,9689.874602,9201.77144,9342.27257,9653.619742,9938.925675,9673.470034,8453.777585,8544.689788,8510.650643,9095.784178,9754.877001,8635.695723,7404.404552,6881.379779,6887.366557,6712.050811,6922.973532,7622.806497,8030.582384,8101.552321,8468.258098,8283.052806,8262.920472,8354.170794,8291.611658,8640.102796,8904.591615,9254.92753,9749.448244,10400.82238,11205.22845,12147.68975,12205.25684,13136.24254,13863.45918,14592.00201,15307.40626,15517.02417,15841.89168,16250.01531,16415.67307,16760.70514,16844.89186
Peru,PER,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,46.23941678,45.24515661,45.2358935,40.83064529,38.26155531,38.04407916,39.7750006,38.84116007,28.74355909,27.779647,17.13131428,19.7833041,16.79258849,22.49450516,28.5784771,27.27403165,24.23564005,21.23940845,21.41548737,23.96636851,30.34008913,34.77178755,35.09903169,26.5259065,23.44461433,20.92489521,22.41772758,22.50343953,26.43178042,23.17376721,16.16440551,17.39809243,17.78473112,19.07140457,22.24713174,24.73911344,22.5867587,23.78941932,23.20495,20.66125433,19.62798476,18.15950517,17.96814589,17.51028937,16.85568254,17.28381768,19.65060237,22.03238732,26.17834594,19.97867798,23.76050904,24.2008756,24.60605631,25.57418187,24.66612051,24.30511436,22.02131339,20.71181371,21.31117514,20.83363955
Peru,PER,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,52.38946692,52.9405854,53.85915303,56.69130166,54.5055351,57.12351364,55.84557035,57.90728872,62.97682118,62.81963181,68.52624433,68.764118,70.38208044,67.00627004,68.24262698,72.11146594,72.09955158,71.58898772,66.96566911,59.43095884,53.44611961,57.97145317,55.90949047,59.82494869,60.47393729,59.1582714,66.51695778,66.93298686,68.28291101,68.11936197,74.63713998,77.24421584,77.30599151,76.80819357,72.33589304,71.10998395,72.07498193,70.48707272,71.36100279,70.20175557,70.92267311,71.98496661,71.56639386,70.56627043,67.99964902,64.93146533,60.14448567,60.15646261,62.42929924,63.78279016,61.73413567,60.41953371,62.24339786,63.09543083,64.57096946,65.31743038,65.00321152,64.14971751,63.85848319,64.78731837
Peru,PER,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.27059575,22.20017523,21.95992825,21.5793248,18.79949597,18.99302579,19.16449058,20.17415232,18.87502709,16.82165573,15.57572602,14.77524573,14.39697374,15.34728006,21.34912784,21.3598583,19.68979341,22.1190471,19.52802608,18.58211217,22.12287594,22.71824684,22.25197721,21.50158215,17.3735558,18.73365403,18.07372012,14.68548697,18.12230054,11.20712419,13.77248544,14.45686745,15.46378639,16.31591147,16.151513,18.3273326,18.33768417,18.99228559,19.25011994,17.80888855,18.76965844,18.46302191,17.97437348,18.60994338,19.02384452,20.50855637,21.24841958,24.16599675,28.70613718,21.66987688,23.84664478,25.48552053,25.17028089,24.97884303,24.24615072,23.8754434,22.78852746,22.79367839,23.4392855,22.90441794
"Venezuela, RB",VEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.43356316,31.71551214,32.67535986,32.04188156,30.17313466,29.08793672,27.67208219,27.2,25.28778651,24.46254564,23.25055262,25.23337008,23.28672238,28.66612971,42.93787979,32.85771139,29.72458254,27.0967079,24.09777594,29.90589062,32.62414389,30.5023702,25.05036599,22.68551285,25.06044202,22.54969973,19.29294808,20.23968261,19.95461952,33.02083409,38.17531647,30.34018197,25.50148942,26.08726815,29.86607643,26.23126236,35.33430587,29.25901061,20.92048648,22.9117089,29.74421966,22.73563157,30.43357055,33.85338941,36.19835357,39.65865274,36.51862161,31.13053886,30.82166901,18.07151887,28.53040699,29.94301461,26.17101425,24.7649783,16.69382735,,,,,
"Venezuela, RB",VEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1764.151707,1756.784476,1841.16086,1848.158681,1985.144042,1999.535245,1963.512546,1954.116706,2031.022778,1981.863431,2069.560406,2036.993289,2002.049288,2081.705282,2063.232069,2061.858836,2157.463346,2227.191398,2214.655291,2168.722635,2015.281182,1953.047533,1861.044262,1743.363483,1722.066377,1680.673621,1743.939399,1760.106666,1815.582152,1618.988666,1682.140197,1802.368468,1867.809394,1831.221848,1749.456529,1780.188783,1739.953697,1813.23371,1782.377287,1643.561471,1672.189068,1697.578599,1519.5239,1376.939209,1601.025108,1736.877079,1877.580259,2010.572866,2086.180516,1992.064504,1936.879685,1992.045458,2077.8732,2080.552054,1976.932003,,,,,
"Venezuela, RB",VEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.56818979,23.79921551,24.04436918,22.34201205,29.01226254,27.96545814,27.25579512,26.87447447,32.46705791,33.97554178,36.54992792,36.24105283,37.7621866,35.40332819,29.05634656,37.36439228,41.61438595,50.27808819,51.85880752,38.24412599,29.9213221,27.75409526,31.2963319,14.19092436,16.93692986,17.90326225,20.26029699,23.77739902,27.05346377,12.29028689,9.889709866,18.07448382,22.95480824,18.14511186,13.69892263,17.52859447,16.01983166,27.67252513,30.66040253,26.51677827,24.17039199,27.52416769,21.15888805,15.21744227,21.79846444,23.00403357,26.92191284,30.34003827,26.82612588,25.79694602,21.97165797,23.07239708,26.59674445,27.26895331,24.81020282,,,,,
"Venezuela, RB",VEN,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,62.74278369,61.40171699,61.64606266,60.46107003,60.92123355,63.27936717,63.91512299,63.23387387,62.57668032,63.3513385,57.84738107,56.90187431,59.47546421,56.67180866,46.5591532,55.7188098,58.51795654,60.09749143,65.59629717,62.51351468,62.20282375,65.82266276,70.5330486,78.64973906,59.04811556,59.82624731,66.68687088,62.57643006,66.23545861,62.61431539,60.09189821,64.39234737,67.40013211,70.57071422,67.78855681,67.22724093,61.20199681,51.52229741,57.63030216,57.41306201,51.74860574,54.90859829,53.54232671,54.78200933,49.21636785,46.75008648,46.99575738,51.12691001,51.5015459,62.88064646,55.89488273,55.16190029,59.2728362,65.09003035,75.28960223,,,,,
